source,register,label,fact_id,variant_key,n_input_tokens,mean_nll,perplexity,reference_model
medmcqa-native,native,1,medmcqa_validation_2460,medmcqa_validation_2460__native__correct,19,5.650715351104736,284.4949067952514,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2460,medmcqa_validation_2460__native__wrong,19,5.357530117034912,212.20018903952143,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1442,medmcqa_validation_1442__native__correct,29,2.580540418624878,13.204272066389334,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1442,medmcqa_validation_1442__native__wrong,28,2.788611888885498,16.258435615552468,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_98,medmcqa_validation_98__native__correct,24,3.809658765792847,45.13503462048683,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_98,medmcqa_validation_98__native__wrong,25,4.029728889465332,56.24566038882631,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1449,medmcqa_validation_1449__native__correct,14,5.527572154998779,251.53248721100243,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1449,medmcqa_validation_1449__native__wrong,14,5.496322154998779,243.79364615539956,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3284,medmcqa_validation_3284__native__correct,27,2.635128974914551,13.945110916671554,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3284,medmcqa_validation_3284__native__wrong,21,3.1750292778015137,23.927520403313103,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1156,medmcqa_validation_1156__native__correct,18,3.443621635437012,31.300110736181185,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1156,medmcqa_validation_1156__native__wrong,14,4.551503658294678,94.7748101556559,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3827,medmcqa_validation_3827__native__correct,17,2.854062795639038,17.35816143738874,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3827,medmcqa_validation_3827__native__wrong,17,3.0893568992614746,21.962949044336646,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_821,medmcqa_validation_821__native__correct,31,2.767705202102661,15.922054157760472,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_821,medmcqa_validation_821__native__wrong,28,3.1861836910247803,24.195911945595824,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2814,medmcqa_validation_2814__native__correct,19,4.487813949584961,88.9268346973345,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2814,medmcqa_validation_2814__native__wrong,19,4.939344882965088,139.67871367517478,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1149,medmcqa_validation_1149__native__correct,19,5.445795059204102,231.78148647894383,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1149,medmcqa_validation_1149__native__wrong,26,4.253615379333496,70.35932873109894,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_72,medmcqa_validation_72__native__correct,22,4.452929973602295,85.8781965897518,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_72,medmcqa_validation_72__native__wrong,22,4.632347583770752,102.75500717002512,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_235,medmcqa_validation_235__native__correct,24,5.140950679779053,170.87814152046064,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_235,medmcqa_validation_235__native__wrong,33,5.0944108963012695,163.1077289497017,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_379,medmcqa_validation_379__native__correct,38,3.4623982906341557,31.893374447054025,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_379,medmcqa_validation_379__native__wrong,37,3.706938982009888,40.72894349174063,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1357,medmcqa_validation_1357__native__correct,15,4.044365882873535,57.07498233287459,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1357,medmcqa_validation_1357__native__wrong,14,3.980969905853272,53.56896589258002,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3793,medmcqa_validation_3793__native__correct,18,3.4495975971221924,31.487719010287723,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3793,medmcqa_validation_3793__native__wrong,18,3.4817137718200684,32.515398327413315,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_724,medmcqa_validation_724__native__correct,21,3.248758554458618,25.7583424803393,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_724,medmcqa_validation_724__native__wrong,21,3.7130439281463614,40.97835203618962,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1855,medmcqa_validation_1855__native__correct,17,4.132855415344238,62.35572045205665,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1855,medmcqa_validation_1855__native__wrong,14,5.373865604400635,215.695049958691,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_760,medmcqa_validation_760__native__correct,38,5.133192539215088,169.55757407676347,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_760,medmcqa_validation_760__native__wrong,31,4.906480312347412,135.16284521570532,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2454,medmcqa_validation_2454__native__correct,27,3.3358154296875,28.101288508614168,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2454,medmcqa_validation_2454__native__wrong,27,3.85691499710083,47.31914625981889,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_112,medmcqa_validation_112__native__correct,21,4.294719219207764,73.31162705816237,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_112,medmcqa_validation_112__native__wrong,20,4.35498046875,77.86530451524753,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2777,medmcqa_validation_2777__native__correct,16,3.322238683700561,27.7223426989706,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2777,medmcqa_validation_2777__native__wrong,16,4.121813774108887,61.67099814353279,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_17,medmcqa_validation_17__native__correct,47,3.7429044246673584,42.22043834075158,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_17,medmcqa_validation_17__native__wrong,46,3.9171414375305176,50.25657768268345,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_869,medmcqa_validation_869__native__correct,32,3.194303512573242,24.393178232482526,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_869,medmcqa_validation_869__native__wrong,30,3.3091342449188232,27.361426920428165,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3243,medmcqa_validation_3243__native__correct,25,6.64801025390625,771.2482096891587,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3243,medmcqa_validation_3243__native__wrong,25,6.668010234832764,786.8284420105543,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1166,medmcqa_validation_1166__native__correct,20,2.9582998752593994,19.26519067014088,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1166,medmcqa_validation_1166__native__wrong,20,3.132237911224365,22.92522680002298,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2977,medmcqa_validation_2977__native__correct,81,2.6614155769348145,14.316540926407423,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2977,medmcqa_validation_2977__native__wrong,81,2.7650649547576904,15.880071443307278,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3807,medmcqa_validation_3807__native__correct,113,3.523748874664306,33.91131975292367,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3807,medmcqa_validation_3807__native__wrong,112,3.523247241973877,33.89431299229015,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2846,medmcqa_validation_2846__native__correct,20,4.247279167175293,69.91492649717416,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2846,medmcqa_validation_2846__native__wrong,18,3.9214329719543457,50.47271897299881,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3774,medmcqa_validation_3774__native__correct,18,5.21568489074707,184.13789214074487,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3774,medmcqa_validation_3774__native__wrong,18,4.948323726654053,140.938514324785,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_94,medmcqa_validation_94__native__correct,43,3.305248260498047,27.2553071650849,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_94,medmcqa_validation_94__native__wrong,42,3.425969362258911,30.752440663050315,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3017,medmcqa_validation_3017__native__correct,17,4.817271709442139,123.62733894522208,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3017,medmcqa_validation_3017__native__wrong,23,4.321467399597168,75.29904104489266,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1165,medmcqa_validation_1165__native__correct,19,5.253559112548828,191.2457236676274,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1165,medmcqa_validation_1165__native__wrong,22,4.7533793449401855,115.97554442299617,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3858,medmcqa_validation_3858__native__correct,29,3.714652538299561,41.0443232761138,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3858,medmcqa_validation_3858__native__wrong,25,4.230982303619385,68.78476652391275,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1334,medmcqa_validation_1334__native__correct,18,4.186060905456543,65.76323249308423,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1334,medmcqa_validation_1334__native__wrong,18,4.857097625732422,128.6502684934308,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3544,medmcqa_validation_3544__native__correct,17,3.0710275173187256,21.564048728857752,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3544,medmcqa_validation_3544__native__wrong,18,3.2925758361816406,26.912095602119173,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2642,medmcqa_validation_2642__native__correct,44,2.8744795322418213,17.71620101008063,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2642,medmcqa_validation_2642__native__wrong,43,2.899292230606079,18.161286816571764,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2655,medmcqa_validation_2655__native__correct,50,3.051117181777954,21.138947282452317,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2655,medmcqa_validation_2655__native__wrong,50,3.048923254013061,21.092620796153025,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1006,medmcqa_validation_1006__native__correct,94,3.285191297531128,26.714094166380555,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1006,medmcqa_validation_1006__native__wrong,94,3.2375216484069824,25.470518559594527,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3949,medmcqa_validation_3949__native__correct,28,4.080519676208496,59.17621433129943,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3949,medmcqa_validation_3949__native__wrong,22,4.01292610168457,55.30847223046965,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2389,medmcqa_validation_2389__native__correct,24,4.969541549682617,143.9608733319275,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2389,medmcqa_validation_2389__native__wrong,24,5.069547176361084,159.10226576199258,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3550,medmcqa_validation_3550__native__correct,24,5.078373432159424,160.51275858617188,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3550,medmcqa_validation_3550__native__wrong,20,5.570080757141113,262.4552935236476,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2843,medmcqa_validation_2843__native__correct,13,4.605340003967285,100.0169832399083,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2843,medmcqa_validation_2843__native__wrong,15,4.08186674118042,59.25598225101931,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1670,medmcqa_validation_1670__native__correct,21,4.92566442489624,137.78085626832416,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1670,medmcqa_validation_1670__native__wrong,17,4.439161777496338,84.70391118380688,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2631,medmcqa_validation_2631__native__correct,26,3.261859893798828,26.098031598401587,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2631,medmcqa_validation_2631__native__wrong,27,3.211937189102173,24.827134524679515,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_672,medmcqa_validation_672__native__correct,31,5.304009914398193,201.1417562378143,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_672,medmcqa_validation_672__native__wrong,31,5.0445098876953125,155.1682306996667,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3935,medmcqa_validation_3935__native__correct,36,3.4605419635772705,31.834224830634835,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3935,medmcqa_validation_3935__native__wrong,36,3.4502885341644287,31.5094825594828,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_48,medmcqa_validation_48__native__correct,17,7.805532932281494,2454.143089575626,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_48,medmcqa_validation_48__native__wrong,15,5.966048717498779,389.96177343982936,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2773,medmcqa_validation_2773__native__correct,14,3.732723474502564,41.79277486632791,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2773,medmcqa_validation_2773__native__wrong,14,4.972560882568359,144.39619599233748,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_597,medmcqa_validation_597__native__correct,32,4.164599895477295,64.36692379340748,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_597,medmcqa_validation_597__native__wrong,29,4.510893821716309,91.00312273672908,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3937,medmcqa_validation_3937__native__correct,21,3.345874309539795,28.385382431328264,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3937,medmcqa_validation_3937__native__wrong,21,3.5354344844818115,34.30991860344551,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1348,medmcqa_validation_1348__native__correct,23,2.868438005447388,17.609490777923234,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1348,medmcqa_validation_1348__native__wrong,21,3.427602767944336,30.802712920788576,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_553,medmcqa_validation_553__native__correct,29,3.609163761138916,36.93515328641175,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_553,medmcqa_validation_553__native__wrong,26,3.859114646911621,47.4233463707993,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_486,medmcqa_validation_486__native__correct,24,5.491166591644287,242.53998700365,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_486,medmcqa_validation_486__native__wrong,23,5.186683177947998,178.87427378174286,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1712,medmcqa_validation_1712__native__correct,25,4.103377819061279,60.54445079001391,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1712,medmcqa_validation_1712__native__wrong,24,3.819012880325317,45.55921372074799,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3877,medmcqa_validation_3877__native__correct,24,4.066953182220459,58.37882171635315,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3877,medmcqa_validation_3877__native__wrong,24,4.067101001739502,58.38745188353943,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3705,medmcqa_validation_3705__native__correct,23,4.490943431854248,89.20556556395324,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3705,medmcqa_validation_3705__native__wrong,21,4.360158920288086,78.26957205770161,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_938,medmcqa_validation_938__native__correct,25,4.421272277832031,83.20207420225988,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_938,medmcqa_validation_938__native__wrong,26,4.0987749099731445,60.26641057505031,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3300,medmcqa_validation_3300__native__correct,15,3.981338024139404,53.58868923853373,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3300,medmcqa_validation_3300__native__wrong,15,4.410893440246582,82.3429991989441,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2195,medmcqa_validation_2195__native__correct,16,4.915812969207764,136.43017826405406,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2195,medmcqa_validation_2195__native__wrong,16,5.556378364562988,258.88355462617164,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1363,medmcqa_validation_1363__native__correct,21,4.327737808227539,75.77268020538037,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1363,medmcqa_validation_1363__native__wrong,20,5.144296646118164,171.4508516301384,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_106,medmcqa_validation_106__native__correct,22,4.5455827713012695,94.21531719670092,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_106,medmcqa_validation_106__native__wrong,22,5.387506008148193,218.65737525213152,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1464,medmcqa_validation_1464__native__correct,41,4.235917568206787,69.12507661572388,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1464,medmcqa_validation_1464__native__wrong,39,4.371078014373779,79.12888781609539,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3841,medmcqa_validation_3841__native__correct,25,4.098349571228027,60.24078238632079,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3841,medmcqa_validation_3841__native__wrong,25,4.382991790771484,80.0772497608504,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_140,medmcqa_validation_140__native__correct,17,4.727020263671875,112.95847391245628,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_140,medmcqa_validation_140__native__wrong,18,4.280593395233154,72.28331986115889,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1248,medmcqa_validation_1248__native__correct,14,4.833194255828857,125.611555956998,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1248,medmcqa_validation_1248__native__wrong,14,6.062157154083252,429.3005060817783,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1651,medmcqa_validation_1651__native__correct,28,2.525324583053589,12.494950254588606,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1651,medmcqa_validation_1651__native__wrong,25,3.11907958984375,22.625545274902432,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_908,medmcqa_validation_908__native__correct,24,3.2195961475372314,25.018014554092684,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_908,medmcqa_validation_908__native__wrong,24,3.4599850177764893,31.816499829185027,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1458,medmcqa_validation_1458__native__correct,19,4.839301109313965,126.38099435779048,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1458,medmcqa_validation_1458__native__wrong,20,4.549984931945801,94.6309823994095,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2701,medmcqa_validation_2701__native__correct,18,4.021855354309082,55.80454704389262,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2701,medmcqa_validation_2701__native__wrong,18,4.435459136962891,84.39086295908479,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3700,medmcqa_validation_3700__native__correct,18,6.163273811340332,474.9805288692929,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3700,medmcqa_validation_3700__native__wrong,18,6.859249591827393,952.651921411534,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_4070,medmcqa_validation_4070__native__correct,19,4.850238800048828,127.7708978998788,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_4070,medmcqa_validation_4070__native__wrong,17,5.743023872375488,312.0064536513391,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1293,medmcqa_validation_1293__native__correct,20,3.216492176055908,24.940479745566336,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1293,medmcqa_validation_1293__native__wrong,19,3.7759640216827393,43.63955752397101,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_730,medmcqa_validation_730__native__correct,21,2.716518878936768,15.12756957792279,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_730,medmcqa_validation_730__native__wrong,19,3.5721395015716557,35.5926623045153,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1347,medmcqa_validation_1347__native__correct,31,3.05975079536438,21.322242898112776,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1347,medmcqa_validation_1347__native__wrong,31,3.0370564460754395,20.84379800236823,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2384,medmcqa_validation_2384__native__correct,16,5.291606426239014,198.6623055524338,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2384,medmcqa_validation_2384__native__wrong,16,5.205668926239014,182.3027791034495,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3919,medmcqa_validation_3919__native__correct,22,3.942842721939087,51.5649780421351,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3919,medmcqa_validation_3919__native__wrong,21,4.074092864990234,58.7971194635956,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2707,medmcqa_validation_2707__native__correct,28,4.627474784851074,102.25552061918224,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2707,medmcqa_validation_2707__native__wrong,28,4.903428077697754,134.7509254538682,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_619,medmcqa_validation_619__native__correct,36,3.0011210441589355,20.108066322901003,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_619,medmcqa_validation_619__native__wrong,36,3.205982208251953,24.67972874891106,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_4082,medmcqa_validation_4082__native__correct,48,3.745637178421021,42.33597419572796,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_4082,medmcqa_validation_4082__native__wrong,47,3.695704698562622,40.27394358045101,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_799,medmcqa_validation_799__native__correct,11,5.035674571990967,153.8033090302039,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_799,medmcqa_validation_799__native__wrong,11,5.538515090942383,254.30010642821105,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3702,medmcqa_validation_3702__native__correct,17,3.844058752059937,46.71469354196376,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3702,medmcqa_validation_3702__native__wrong,17,3.758134841918945,42.8683950333635,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1844,medmcqa_validation_1844__native__correct,29,5.229859828948975,186.7666224115343,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1844,medmcqa_validation_1844__native__wrong,29,5.651727199554443,284.7829182130219,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_430,medmcqa_validation_430__native__correct,21,4.751477718353272,115.75521180586784,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_430,medmcqa_validation_430__native__wrong,20,5.562540054321289,260.4836393235963,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3377,medmcqa_validation_3377__native__correct,32,3.412238597869873,30.33307186176797,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3377,medmcqa_validation_3377__native__wrong,39,3.194270372390747,24.39236985149929,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2912,medmcqa_validation_2912__native__correct,18,5.015666484832764,150.7565802643501,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2912,medmcqa_validation_2912__native__wrong,14,5.218777656555176,184.70826908404092,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1797,medmcqa_validation_1797__native__correct,35,4.450876235961914,85.70200629117993,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1797,medmcqa_validation_1797__native__wrong,36,4.443363189697266,85.0605358687814,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3,medmcqa_validation_3__native__correct,14,5.035376071929932,153.75740558450252,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3,medmcqa_validation_3__native__wrong,12,5.787187576293945,326.094617274342,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_723,medmcqa_validation_723__native__correct,44,3.251381158828736,25.825985083017127,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_723,medmcqa_validation_723__native__wrong,47,3.2358598709106445,25.42822737403464,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3096,medmcqa_validation_3096__native__correct,29,5.527205467224121,251.4402702314656,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3096,medmcqa_validation_3096__native__wrong,29,5.606503486633301,272.19085325810005,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1601,medmcqa_validation_1601__native__correct,17,3.993978977203369,54.27040100946113,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1601,medmcqa_validation_1601__native__wrong,20,3.2679443359375,26.25730762310145,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1501,medmcqa_validation_1501__native__correct,25,3.4907760620117188,32.8114015103526,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1501,medmcqa_validation_1501__native__wrong,26,3.434384822845459,31.01232862005011,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1709,medmcqa_validation_1709__native__correct,28,3.629685878753662,37.700972080630734,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1709,medmcqa_validation_1709__native__wrong,32,3.6264126300811768,37.577769170698346,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2018,medmcqa_validation_2018__native__correct,21,4.182758808135986,65.54643404106615,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2018,medmcqa_validation_2018__native__wrong,25,4.165582656860352,64.43021221407193,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_667,medmcqa_validation_667__native__correct,24,4.91563081741333,136.40532952545823,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_667,medmcqa_validation_667__native__wrong,24,4.996997356414795,147.96819565007632,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1532,medmcqa_validation_1532__native__correct,16,4.369134426116943,78.9752431982635,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1532,medmcqa_validation_1532__native__wrong,16,4.166311740875244,64.47720438041038,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_2346,medmcqa_validation_2346__native__correct,28,2.915506601333618,18.458160963510565,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_2346,medmcqa_validation_2346__native__wrong,30,2.8067052364349365,16.555282520699123,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_1654,medmcqa_validation_1654__native__correct,20,3.7184433937072754,41.20021165943763,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_1654,medmcqa_validation_1654__native__wrong,18,3.778654336929321,43.75711975976191,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_3547,medmcqa_validation_3547__native__correct,31,3.4453155994415283,31.353176930527685,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_3547,medmcqa_validation_3547__native__wrong,19,5.284173488616943,197.19113535887612,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_993,medmcqa_validation_993__native__correct,27,4.316865921020508,74.9533500754367,gemma-2-2b-it
medmcqa-native,native,0,medmcqa_validation_993,medmcqa_validation_993__native__wrong,25,4.814176559448242,123.24528534943728,gemma-2-2b-it
medmcqa-native,native,1,medmcqa_validation_131,medmcqa_validation_131__native__correct,14,4.9945502281188965,147.60654117953084,gemma-2-2b-it
