model,generator,split_id,seed,layer,position,n_train_specialties,n_test_specialties,n_train_facts,n_test_facts_in,n_test_facts_out,in_dist_auroc,in_dist_ci_lo,in_dist_ci_hi,heldout_specialty_auroc,heldout_ci_lo,heldout_ci_hi,delta_specialty
qwen2.5-7b-instruct,sonnet,0,42,19,last_question_token,7,8,137,34,180,0.7984429065743945,0.685121107266436,0.8875648788927337,0.8003703703703704,0.7568804012345679,0.8445069444444444,-0.0019274637959758
qwen2.5-7b-instruct,sonnet,1,1042,19,last_question_token,7,8,136,34,181,0.7664359861591695,0.6608780276816609,0.8676470588235292,0.7399652025273954,0.6964370745703734,0.7855735478160009,0.0264707836317741
qwen2.5-7b-instruct,sonnet,2,2042,19,last_question_token,7,8,145,36,170,0.7361111111111112,0.6342013888888888,0.8379822530864198,0.7735294117647058,0.7293382352941177,0.8172015570934256,-0.0374183006535946
qwen2.5-7b-instruct,sonnet,3,3042,19,last_question_token,7,8,126,32,193,0.77734375,0.662109375,0.8867431640625,0.7853902118177669,0.7417581680045102,0.8255610888882923,-0.0080464618177669
qwen2.5-7b-instruct,sonnet,4,4042,19,last_question_token,7,8,131,33,187,0.7667584940312213,0.6537878787878788,0.8742194674012856,0.786639595069919,0.7460943978952788,0.8265113386142012,-0.0198811010386976
qwen2.5-7b-instruct,sonnet,0,42,21,last_question_token,7,8,137,34,180,0.7863321799307958,0.6634515570934256,0.8806228373702422,0.8000925925925927,0.7583317901234568,0.8412808641975308,-0.0137604126617968
qwen2.5-7b-instruct,sonnet,1,1042,21,last_question_token,7,8,136,34,181,0.7292387543252595,0.6124134948096887,0.8347967128027681,0.7510454503830774,0.7057919477427429,0.7958990873294465,-0.0218066960578178
qwen2.5-7b-instruct,sonnet,2,2042,21,last_question_token,7,8,145,36,170,0.7592592592592592,0.6581404320987654,0.8611304012345679,0.7644636678200691,0.7200986159169551,0.8065207612456748,-0.0052044085608099
qwen2.5-7b-instruct,sonnet,3,3042,21,last_question_token,7,8,126,32,193,0.7626953125,0.640625,0.8672119140625,0.8041289699052323,0.7626137614432603,0.840781631721657,-0.0414336574052323
qwen2.5-7b-instruct,sonnet,4,4042,21,last_question_token,7,8,131,33,187,0.7722681359044996,0.670293847566575,0.875137741046832,0.7863250307415139,0.7443428465212044,0.8247926735108239,-0.0140568948370143
qwen2.5-7b-instruct,sonnet,0,42,23,last_question_token,7,8,137,34,180,0.7854671280276817,0.6582828719723183,0.8823529411764705,0.7997222222222221,0.7550408950617284,0.8450702160493827,-0.0142550941945404
qwen2.5-7b-instruct,sonnet,1,1042,23,last_question_token,7,8,136,34,181,0.7560553633217992,0.6349048442906574,0.8642084775086505,0.7654833491041177,0.7212173010591864,0.8106384115258998,-0.0094279857823185
qwen2.5-7b-instruct,sonnet,2,2042,23,last_question_token,7,8,145,36,170,0.7723765432098766,0.6650848765432098,0.8680748456790124,0.762318339100346,0.7139731833910036,0.8093598615916955,0.0100582041095306
qwen2.5-7b-instruct,sonnet,3,3042,23,last_question_token,7,8,126,32,193,0.7822265625,0.6718505859375,0.8847900390625,0.8111895621358962,0.7705267255496792,0.847942897795914,-0.0289629996358962
qwen2.5-7b-instruct,sonnet,4,4042,23,last_question_token,7,8,131,33,187,0.8044077134986225,0.7070477502295685,0.8990128558310375,0.7935314135377047,0.750421087248706,0.834655695044182,0.0108762999609177
qwen2.5-7b-instruct,sonnet,0,42,25,last_question_token,7,8,137,34,180,0.7846020761245673,0.6626081314878892,0.8823745674740484,0.7974074074074073,0.7525555555555555,0.8408070987654321,-0.01280533128284
qwen2.5-7b-instruct,sonnet,1,1042,25,last_question_token,7,8,136,34,181,0.7707612456747405,0.6634948096885813,0.8719723183391003,0.7598974390281127,0.7147179573273099,0.8032332651628461,0.0108638066466277
qwen2.5-7b-instruct,sonnet,2,2042,25,last_question_token,7,8,145,36,170,0.7615740740740741,0.6450424382716049,0.861130401234568,0.7636332179930796,0.7158079584775088,0.8088235294117647,-0.0020591439190055
qwen2.5-7b-instruct,sonnet,3,3042,25,last_question_token,7,8,126,32,193,0.8076171875,0.7099365234375,0.9043212890625,0.7939542001127547,0.7532067974979193,0.8307323686541921,0.0136629873872452
qwen2.5-7b-instruct,sonnet,4,4042,25,last_question_token,7,8,131,33,187,0.8099173553719009,0.718939393939394,0.9035812672176308,0.7851525636992764,0.7421895107094856,0.826798736023335,0.0247647916726244
qwen2.5-7b-instruct,sonnet,0,42,27,last_question_token,7,8,137,34,180,0.8044982698961938,0.6833477508650518,0.8962370242214533,0.7950925925925926,0.7492561728395062,0.8418927469135802,0.0094056773036012
qwen2.5-7b-instruct,sonnet,1,1042,27,last_question_token,7,8,136,34,181,0.7846020761245674,0.6668901384083045,0.8832179930795847,0.7637434754738867,0.7189554653398859,0.8076142364396691,0.0208586006506807
qwen2.5-7b-instruct,sonnet,2,2042,27,last_question_token,7,8,145,36,170,0.7746913580246914,0.6712191358024692,0.871141975308642,0.7756401384083045,0.7289974048442905,0.82184169550173,-0.0009487803836131
qwen2.5-7b-instruct,sonnet,3,3042,27,last_question_token,7,8,126,32,193,0.8125,0.7070068359375,0.9092041015625,0.7952696716690382,0.7534068028671912,0.8334532470670357,0.0172303283309618
qwen2.5-7b-instruct,sonnet,4,4042,27,last_question_token,7,8,131,33,187,0.8191000918273645,0.7281910009182737,0.9091368227731864,0.7850667734278933,0.7396494037576138,0.8269660270525323,0.0340333183994712
qwen2.5-7b-instruct,sonnet,0,42,1,first_answer_token,7,8,137,34,180,0.805363321799308,0.7093425605536332,0.8970588235294118,0.7077469135802469,0.6604197530864198,0.7510671296296296,0.0976164082190611
qwen2.5-7b-instruct,sonnet,1,1042,1,first_answer_token,7,8,136,34,181,0.7396193771626297,0.6271193771626298,0.8442906574394463,0.7188730502731907,0.6738042184304509,0.7629910564390586,0.020746326889439
qwen2.5-7b-instruct,sonnet,2,2042,1,first_answer_token,7,8,145,36,170,0.679783950617284,0.567091049382716,0.7839506172839505,0.7089273356401385,0.660545847750865,0.7561565743944636,-0.0291433850228545
qwen2.5-7b-instruct,sonnet,3,3042,1,first_answer_token,7,8,126,32,193,0.7197265625,0.576171875,0.8379638671874999,0.6922870412628528,0.6444562270128058,0.738007731751188,0.0274395212371472
qwen2.5-7b-instruct,sonnet,4,4042,1,first_answer_token,7,8,131,33,187,0.7483930211202938,0.6161616161616162,0.8558539944903581,0.7224970688323944,0.6776995338728588,0.7667190940547343,0.0258959522878994
qwen2.5-7b-instruct,sonnet,0,42,3,first_answer_token,7,8,137,34,180,0.7439446366782007,0.6288927335640139,0.8434904844290657,0.7272839506172839,0.6762322530864198,0.771054012345679,0.0166606860609167
qwen2.5-7b-instruct,sonnet,1,1042,3,first_answer_token,7,8,136,34,181,0.7993079584775087,0.693728373702422,0.8970804498269896,0.696102072586307,0.647362717865755,0.7466805042581118,0.1032058858912017
qwen2.5-7b-instruct,sonnet,2,2042,3,first_answer_token,7,8,145,36,170,0.6929012345679012,0.5733024691358025,0.7963348765432098,0.7304498269896194,0.6848728373702423,0.7694463667820068,-0.0375485924217181
qwen2.5-7b-instruct,sonnet,3,3042,3,first_answer_token,7,8,126,32,193,0.77734375,0.6728515625,0.875048828125,0.7145963650030874,0.6731167279658513,0.7588183575397996,0.0627473849969125
qwen2.5-7b-instruct,sonnet,4,4042,3,first_answer_token,7,8,131,33,187,0.7428833792470155,0.6060146923783287,0.8604912764003673,0.7063684978123481,0.657180645714776,0.7531492178786926,0.0365148814346674
qwen2.5-7b-instruct,sonnet,0,42,5,first_answer_token,7,8,137,34,180,0.7136678200692043,0.6046280276816609,0.8140138408304498,0.7316049382716049,0.682895061728395,0.7766033950617284,-0.0179371182024006
qwen2.5-7b-instruct,sonnet,1,1042,5,first_answer_token,7,8,136,34,181,0.7465397923875432,0.6202422145328721,0.8598615916955017,0.7164616464698881,0.6657901162968164,0.7655077683831385,0.0300781459176551
qwen2.5-7b-instruct,sonnet,2,2042,5,first_answer_token,7,8,145,36,170,0.716820987654321,0.6002893518518517,0.8163580246913579,0.7560207612456747,0.7100250865051904,0.7998295847750865,-0.0391997735913537
qwen2.5-7b-instruct,sonnet,3,3042,5,first_answer_token,7,8,126,32,193,0.7578125,0.62890625,0.8750244140625,0.7087707052538323,0.6663977556444469,0.7536611721120029,0.0490417947461676
qwen2.5-7b-instruct,sonnet,4,4042,5,first_answer_token,7,8,131,33,187,0.7805325987144169,0.6528696051423324,0.8889118457300275,0.7351654322399839,0.6878320798421459,0.7797306185478567,0.045367166474433
qwen2.5-7b-instruct,sonnet,0,42,7,first_answer_token,7,8,137,34,180,0.7430795847750865,0.6375432525951557,0.8434256055363321,0.7341358024691358,0.6927114197530864,0.7786566358024691,0.0089437823059507
qwen2.5-7b-instruct,sonnet,1,1042,7,first_answer_token,7,8,136,34,181,0.777681660899654,0.6608347750865052,0.8780276816608996,0.7016269344647599,0.6530119654467202,0.7516109093129025,0.076054726434894
qwen2.5-7b-instruct,sonnet,2,2042,7,first_answer_token,7,8,145,36,170,0.7554012345679013,0.6427276234567901,0.847241512345679,0.7441176470588236,0.6925804498269895,0.7884922145328721,0.0112835875090777
qwen2.5-7b-instruct,sonnet,3,3042,7,first_answer_token,7,8,126,32,193,0.8017578125,0.691357421875,0.8935791015625,0.724180514913152,0.6859405621627426,0.7678092029316222,0.0775772975868479
qwen2.5-7b-instruct,sonnet,4,4042,7,first_answer_token,7,8,131,33,187,0.8181818181818182,0.7042929292929293,0.9155188246097336,0.7327633046412536,0.6864637250135834,0.7770990019731762,0.0854185135405646
qwen2.5-7b-instruct,sonnet,0,42,9,first_answer_token,7,8,137,34,180,0.7110726643598615,0.5959991349480968,0.8166522491349482,0.742283950617284,0.6981628086419753,0.7863904320987654,-0.0312112862574225
qwen2.5-7b-instruct,sonnet,1,1042,9,first_answer_token,7,8,136,34,181,0.726643598615917,0.6003243944636679,0.8399870242214533,0.7151491102225208,0.6709929489331828,0.76006608467385,0.0114944883933961
qwen2.5-7b-instruct,sonnet,2,2042,9,first_answer_token,7,8,145,36,170,0.7777777777777778,0.6681905864197532,0.8688271604938272,0.726401384083045,0.6768330449826989,0.7739446366782007,0.0513763936947327
qwen2.5-7b-instruct,sonnet,3,3042,9,first_answer_token,7,8,126,32,193,0.74609375,0.6279052734375,0.853515625,0.7258986818438079,0.6861103653789363,0.7689219844828048,0.020195068156192
qwen2.5-7b-instruct,sonnet,4,4042,9,first_answer_token,7,8,131,33,187,0.7906336088154271,0.6584022038567493,0.8962350780532599,0.7178072006634448,0.6725835740227057,0.7632224255769395,0.0728264081519822
qwen2.5-7b-instruct,sonnet,0,42,11,first_answer_token,7,8,137,34,180,0.7301038062283738,0.623659169550173,0.8304498269896193,0.7178086419753087,0.6743711419753086,0.7634398148148147,0.012295164253065
qwen2.5-7b-instruct,sonnet,1,1042,11,first_answer_token,7,8,136,34,181,0.7517301038062284,0.6288711072664359,0.8598615916955017,0.7106620677024511,0.6684365556606943,0.7578256158236928,0.0410680361037772
qwen2.5-7b-instruct,sonnet,2,2042,11,first_answer_token,7,8,145,36,170,0.7646604938271605,0.650462962962963,0.8526234567901234,0.7105536332179931,0.6601522491349481,0.7589645328719724,0.0541068606091673
qwen2.5-7b-instruct,sonnet,3,3042,11,first_answer_token,7,8,126,32,193,0.7412109375,0.6259521484375,0.8466796875,0.7196703267201804,0.6772980482697522,0.7645352895379741,0.0215406107798196
qwen2.5-7b-instruct,sonnet,4,4042,11,first_answer_token,7,8,131,33,187,0.8071625344352616,0.6767676767676768,0.910032139577594,0.7143183962938603,0.6659484114501415,0.7606172610026023,0.0928441381414013
qwen2.5-7b-instruct,sonnet,0,42,13,first_answer_token,7,8,137,34,180,0.7370242214532873,0.643598615916955,0.8226643598615916,0.742283950617284,0.6988510802469136,0.7848202160493827,-0.0052597291639967
qwen2.5-7b-instruct,sonnet,1,1042,13,first_answer_token,7,8,136,34,181,0.773356401384083,0.6686202422145329,0.8607266435986158,0.7085864289856844,0.665139952992888,0.7568778425566985,0.0647699723983986
qwen2.5-7b-instruct,sonnet,2,2042,13,first_answer_token,7,8,145,36,170,0.7260802469135803,0.6241705246913579,0.8248649691358027,0.745121107266436,0.6973148788927336,0.7924558823529411,-0.0190408603528556
qwen2.5-7b-instruct,sonnet,3,3042,13,first_answer_token,7,8,126,32,193,0.734375,0.6083740234375,0.8379150390625,0.7453085988885608,0.7072317377647722,0.7867405836398292,-0.0109335988885608
qwen2.5-7b-instruct,sonnet,4,4042,13,first_answer_token,7,8,131,33,187,0.7961432506887052,0.6693985307621672,0.901744719926538,0.724527438588464,0.6779640538762904,0.770751951728674,0.0716158121002411
qwen2.5-7b-instruct,sonnet,0,42,15,first_answer_token,7,8,137,34,180,0.6963667820069204,0.5839100346020761,0.7975994809688581,0.7121604938271605,0.6652145061728395,0.7600378086419753,-0.0157937118202401
qwen2.5-7b-instruct,sonnet,1,1042,15,first_answer_token,7,8,136,34,181,0.7880622837370242,0.6730103806228374,0.8866782006920415,0.725588352003907,0.6815046854491623,0.7733585665883215,0.0624739317331172
qwen2.5-7b-instruct,sonnet,2,2042,15,first_answer_token,7,8,145,36,170,0.7808641975308642,0.6836226851851852,0.8680555555555555,0.7344982698961938,0.6872301038062284,0.7792828719723183,0.0463659276346704
qwen2.5-7b-instruct,sonnet,3,3042,15,first_answer_token,7,8,126,32,193,0.736328125,0.6015380859375,0.8486328125,0.7493892453488684,0.7129788719160245,0.7924360385513705,-0.0130611203488684
qwen2.5-7b-instruct,sonnet,4,4042,15,first_answer_token,7,8,131,33,187,0.7915518824609734,0.67123507805326,0.8971763085399448,0.7316480311132718,0.6883947210386343,0.7778396579827848,0.0599038513477016
qwen2.5-7b-instruct,sonnet,0,42,17,first_answer_token,7,8,137,34,180,0.7525951557093427,0.6331531141868512,0.8520977508650519,0.7393209876543209,0.6978341049382716,0.7827808641975309,0.0132741680550217
qwen2.5-7b-instruct,sonnet,1,1042,17,first_answer_token,7,8,136,34,181,0.8200692041522492,0.7110510380622838,0.907439446366782,0.7477488477152713,0.703382070144379,0.791066359390739,0.0723203564369778
qwen2.5-7b-instruct,sonnet,2,2042,17,first_answer_token,7,8,145,36,170,0.7199074074074073,0.6242091049382715,0.8117476851851853,0.7604152249134948,0.7158278546712803,0.806031141868512,-0.0405078175060874
qwen2.5-7b-instruct,sonnet,3,3042,17,first_answer_token,7,8,126,32,193,0.73046875,0.611328125,0.8427978515625,0.7750006711589573,0.7341076270503906,0.8168071626083921,-0.0445319211589573
qwen2.5-7b-instruct,sonnet,4,4042,17,first_answer_token,7,8,131,33,187,0.8117539026629936,0.6941689623507804,0.9072773186409552,0.7686236380794418,0.7224849152106151,0.8123659527009638,0.0431302645835518
qwen2.5-7b-instruct,sonnet,0,42,19,first_answer_token,7,8,137,34,180,0.8486159169550173,0.7448096885813149,0.9334342560553632,0.7880555555555556,0.7478287037037037,0.829673611111111,0.0605603613994616
qwen2.5-7b-instruct,sonnet,1,1042,19,first_answer_token,7,8,136,34,181,0.7742214532871973,0.6617430795847752,0.8763192041522493,0.7508928298891976,0.7077546472940386,0.7968377033668081,0.0233286233979996
qwen2.5-7b-instruct,sonnet,2,2042,19,first_answer_token,7,8,145,36,170,0.7484567901234568,0.6442901234567902,0.849537037037037,0.7684429065743945,0.726083910034602,0.8109048442906575,-0.0199861164509377
qwen2.5-7b-instruct,sonnet,3,3042,19,first_answer_token,7,8,126,32,193,0.7529296875,0.6317626953125,0.8623291015625,0.7948132835780826,0.7513718489086955,0.8337223818089078,-0.0418835960780825
qwen2.5-7b-instruct,sonnet,4,4042,19,first_answer_token,7,8,131,33,187,0.8044077134986225,0.6941919191919194,0.910032139577594,0.7962767022219681,0.7533615488003661,0.8373137636192056,0.0081310112766543
qwen2.5-7b-instruct,sonnet,0,42,21,first_answer_token,7,8,137,34,180,0.8494809688581315,0.7517301038062283,0.9299307958477508,0.8016358024691358,0.7581458333333334,0.8418973765432098,0.0478451663889957
qwen2.5-7b-instruct,sonnet,1,1042,21,first_answer_token,7,8,136,34,181,0.7422145328719724,0.6193555363321799,0.8555579584775087,0.7627972284118312,0.7164494368303774,0.806987729312292,-0.0205826955398588
qwen2.5-7b-instruct,sonnet,2,2042,21,first_answer_token,7,8,145,36,170,0.779320987654321,0.6705246913580246,0.8811728395061729,0.7724913494809688,0.7263970588235295,0.8158304498269897,0.0068296381733522
qwen2.5-7b-instruct,sonnet,3,3042,21,first_answer_token,7,8,126,32,193,0.775390625,0.6532958984375,0.8750244140625,0.796075062417783,0.7527987328518886,0.8337438588955407,-0.020684437417783
qwen2.5-7b-instruct,sonnet,4,4042,21,first_answer_token,7,8,131,33,187,0.830119375573921,0.7272727272727274,0.9210514233241506,0.7985930395493152,0.7550366038491235,0.8392969487260145,0.0315263360246058
qwen2.5-7b-instruct,sonnet,0,42,23,first_answer_token,7,8,137,34,180,0.8442906574394464,0.7361375432525951,0.9282223183391004,0.798858024691358,0.7568796296296296,0.8397554012345679,0.0454326327480884
qwen2.5-7b-instruct,sonnet,1,1042,23,first_answer_token,7,8,136,34,181,0.7352941176470588,0.6228157439446367,0.8425821799307959,0.7542199566557798,0.7083941271633957,0.795710601019505,-0.018925839008721
qwen2.5-7b-instruct,sonnet,2,2042,23,first_answer_token,7,8,145,36,170,0.7785493827160493,0.6843942901234568,0.8719521604938271,0.7624567474048444,0.7172309688581315,0.8047067474048442,0.0160926353112049
qwen2.5-7b-instruct,sonnet,3,3042,23,first_answer_token,7,8,126,32,193,0.763671875,0.6445068359375,0.8633056640625,0.7970415313162771,0.7545215978952455,0.8357137104351795,-0.033369656316277
qwen2.5-7b-instruct,sonnet,4,4042,23,first_answer_token,7,8,131,33,187,0.8034894398530762,0.6923553719008265,0.9063820018365472,0.7909577053962081,0.7476121707798336,0.8315965569504419,0.012531734456868
qwen2.5-7b-instruct,sonnet,0,42,25,first_answer_token,7,8,137,34,180,0.7949826989619379,0.6756055363321799,0.8901384083044982,0.7944444444444445,0.7519699074074074,0.8352623456790124,0.0005382545174933
qwen2.5-7b-instruct,sonnet,1,1042,25,first_answer_token,7,8,136,34,181,0.7690311418685121,0.6600129757785467,0.8676686851211073,0.7493361008516224,0.7017719239339457,0.790147584017582,0.0196950410168896
qwen2.5-7b-instruct,sonnet,2,2042,25,first_answer_token,7,8,145,36,170,0.7847222222222222,0.6921296296296297,0.8734760802469136,0.7586505190311419,0.7118416955017302,0.8013961937716263,0.0260717031910803
qwen2.5-7b-instruct,sonnet,3,3042,25,first_answer_token,7,8,126,32,193,0.767578125,0.6464599609375,0.8720703125,0.7864640661494268,0.7451703401433596,0.8260456656554539,-0.0188859411494267
qwen2.5-7b-instruct,sonnet,4,4042,25,first_answer_token,7,8,131,33,187,0.8172635445362717,0.7198576675849402,0.913682277318641,0.7773170522462752,0.7330721496182332,0.8198132631759558,0.0399464922899964
qwen2.5-7b-instruct,sonnet,0,42,27,first_answer_token,7,8,137,34,180,0.7880622837370242,0.6721453287197232,0.8832612456747405,0.7968209876543211,0.7553834876543211,0.8358695987654322,-0.0087587039172968
qwen2.5-7b-instruct,sonnet,1,1042,27,first_answer_token,7,8,136,34,181,0.7621107266435986,0.6444636678200691,0.8642084775086506,0.7520222215439089,0.7071380604987637,0.7941836329782364,0.0100885050996897
qwen2.5-7b-instruct,sonnet,2,2042,27,first_answer_token,7,8,145,36,170,0.7955246913580247,0.7090856481481481,0.8750385802469135,0.7506920415224914,0.7052698961937717,0.7933650519031141,0.0448326498355333
qwen2.5-7b-instruct,sonnet,3,3042,27,first_answer_token,7,8,126,32,193,0.771484375,0.6562255859375,0.871142578125,0.7847995919353541,0.7413594995838815,0.8244530054498107,-0.013315216935354
qwen2.5-7b-instruct,sonnet,4,4042,27,first_answer_token,7,8,131,33,187,0.8034894398530762,0.7033516988062443,0.8999081726354453,0.7737424576053076,0.7312762732706112,0.8158962223683834,0.0297469822477686
gemma-3-4b-it,sonnet,0,42,1,last_question_token,7,8,137,34,180,0.7586505190311419,0.6686418685121107,0.847750865051903,0.6702777777777778,0.6292515432098765,0.7143873456790124,0.0883727412533641
gemma-3-4b-it,sonnet,1,1042,1,last_question_token,7,8,136,34,181,0.6245674740484428,0.5258650519031143,0.7240700692041522,0.6961325966850829,0.6537254662556088,0.742611641891273,-0.07156512263664
gemma-3-4b-it,sonnet,2,2042,1,last_question_token,7,8,145,36,170,0.7091049382716049,0.6087770061728395,0.8001736111111111,0.6846020761245675,0.6397482698961937,0.7311565743944637,0.0245028621470374
gemma-3-4b-it,sonnet,3,3042,1,last_question_token,7,8,126,32,193,0.654296875,0.5615234375,0.7470703125,0.6647426776557761,0.6174850331552525,0.7125560417729335,-0.0104458026557761
gemma-3-4b-it,sonnet,4,4042,1,last_question_token,7,8,131,33,187,0.6932966023875115,0.5693067033976126,0.7943755739210284,0.6905544911207069,0.6402234836569534,0.7357073407875546,0.0027421112668045
gemma-3-4b-it,sonnet,0,42,3,last_question_token,7,8,137,34,180,0.647923875432526,0.5518814878892734,0.7465614186851212,0.642746913580247,0.6052160493827161,0.682567901234568,0.005176961852279
gemma-3-4b-it,sonnet,1,1042,3,last_question_token,7,8,136,34,181,0.6323529411764707,0.5164359861591696,0.7396410034602076,0.6488812917798603,0.6045992185830714,0.6896050181618387,-0.0165283506033896
gemma-3-4b-it,sonnet,2,2042,3,last_question_token,7,8,145,36,170,0.7199074074074074,0.6211226851851852,0.8148341049382716,0.6853287197231833,0.6409662629757785,0.7261617647058823,0.0345786876842241
gemma-3-4b-it,sonnet,3,3042,3,last_question_token,7,8,126,32,193,0.650390625,0.55859375,0.747119140625,0.651856425675857,0.6117868936078821,0.6956951864479584,-0.0014658006758569
gemma-3-4b-it,sonnet,4,4042,3,last_question_token,7,8,131,33,187,0.7327823691460055,0.6207300275482094,0.8328971533516988,0.6826903829105779,0.6413652091852783,0.7244137664788813,0.0500919862354275
gemma-3-4b-it,sonnet,0,42,5,last_question_token,7,8,137,34,180,0.6176470588235293,0.5016868512110727,0.7258001730103807,0.657283950617284,0.6176095679012347,0.6987029320987653,-0.0396368917937546
gemma-3-4b-it,sonnet,1,1042,5,last_question_token,7,8,136,34,181,0.6799307958477507,0.5605320069204153,0.787218858131488,0.6327950917249168,0.5900583010286621,0.6733494093586887,0.0471357041228339
gemma-3-4b-it,sonnet,2,2042,5,last_question_token,7,8,145,36,170,0.7638888888888888,0.6651234567901235,0.8603395061728395,0.6873702422145329,0.6410371972318339,0.7287223183391004,0.0765186466743559
gemma-3-4b-it,sonnet,3,3042,5,last_question_token,7,8,126,32,193,0.609375,0.5009765625,0.710986328125,0.6555880694783752,0.6156051169158904,0.6978019544148836,-0.0462130694783752
gemma-3-4b-it,sonnet,4,4042,5,last_question_token,7,8,131,33,187,0.7594123048668503,0.6390725436179981,0.8613406795224977,0.6731104692727845,0.6309238182390117,0.7193857416568962,0.0863018355940657
gemma-3-4b-it,sonnet,0,42,7,last_question_token,7,8,137,34,180,0.6634948096885813,0.5388840830449828,0.7742214532871972,0.6453395061728395,0.6043140432098765,0.6888734567901235,0.0181553035157417
gemma-3-4b-it,sonnet,1,1042,7,last_question_token,7,8,136,34,181,0.6660899653979239,0.5510380622837371,0.7750865051903114,0.6360306461951711,0.5989690485638411,0.674866457067855,0.0300593192027527
gemma-3-4b-it,sonnet,2,2042,7,last_question_token,7,8,145,36,170,0.7654320987654322,0.6550733024691359,0.8603395061728395,0.6779930795847751,0.637438581314879,0.7242975778546712,0.0874390191806571
gemma-3-4b-it,sonnet,3,3042,7,last_question_token,7,8,126,32,193,0.66796875,0.5390380859375,0.7842041015625,0.652608123708019,0.6144238771510644,0.6955683374050309,0.0153606262919809
gemma-3-4b-it,sonnet,4,4042,7,last_question_token,7,8,131,33,187,0.6831955922865014,0.5656565656565656,0.7970615243342516,0.696531213360405,0.6556485744516571,0.7383403872000914,-0.0133356210739036
gemma-3-4b-it,sonnet,0,42,9,last_question_token,7,8,137,34,180,0.6435986159169549,0.5198745674740485,0.7543685121107266,0.6788271604938272,0.6339374999999999,0.7211458333333334,-0.0352285445768723
gemma-3-4b-it,sonnet,1,1042,9,last_question_token,7,8,136,34,181,0.6522491349480969,0.5285467128027681,0.7698961937716262,0.6763835047770215,0.6344716278501877,0.718170996001343,-0.0241343698289245
gemma-3-4b-it,sonnet,2,2042,9,last_question_token,7,8,145,36,170,0.7623456790123456,0.658179012345679,0.8595871913580247,0.7074048442906573,0.6638996539792388,0.7535328719723184,0.0549408347216883
gemma-3-4b-it,sonnet,3,3042,9,last_question_token,7,8,126,32,193,0.7041015625,0.578125,0.813525390625,0.670460951971865,0.6308545195844183,0.7122687857392145,0.033640610528135
gemma-3-4b-it,sonnet,4,4042,9,last_question_token,7,8,131,33,187,0.6859504132231404,0.5693296602387512,0.797979797979798,0.6732534530584231,0.6337820641139295,0.7140045468843833,0.0126969601647173
gemma-3-4b-it,sonnet,0,42,11,last_question_token,7,8,137,34,180,0.7110726643598617,0.5908088235294118,0.8140354671280277,0.706574074074074,0.6639421296296297,0.7514907407407407,0.0044985902857876
gemma-3-4b-it,sonnet,1,1042,11,last_question_token,7,8,136,34,181,0.6029411764705882,0.4930795847750865,0.7006920415224913,0.6916150300662373,0.6502129055889624,0.7348188394737646,-0.088673853595649
gemma-3-4b-it,sonnet,2,2042,11,last_question_token,7,8,145,36,170,0.7623456790123457,0.6481288580246913,0.8703703703703702,0.7036678200692041,0.6620735294117647,0.7467162629757785,0.0586778589431415
gemma-3-4b-it,sonnet,3,3042,11,last_question_token,7,8,126,32,193,0.6884765625,0.58984375,0.793994140625,0.688743321968375,0.6524342935380816,0.7339398373110688,-0.0002667594683749
gemma-3-4b-it,sonnet,4,4042,11,last_question_token,7,8,131,33,187,0.6969696969696969,0.5821854912764004,0.8071625344352616,0.6903829105779404,0.6502023220566787,0.7319197003059854,0.0065867863917564
gemma-3-4b-it,sonnet,0,42,13,last_question_token,7,8,137,34,180,0.7396193771626297,0.6270761245674741,0.8408304498269896,0.6996913580246914,0.6597199074074075,0.7425162037037036,0.0399280191379383
gemma-3-4b-it,sonnet,1,1042,13,last_question_token,7,8,136,34,181,0.6089965397923875,0.4887543252595156,0.7188797577854672,0.6875858490278075,0.6451153810933732,0.7327439638594669,-0.0785893092354199
gemma-3-4b-it,sonnet,2,2042,13,last_question_token,7,8,145,36,170,0.7453703703703703,0.6380787037037037,0.8426118827160495,0.7162283737024222,0.6752102076124566,0.7553399653979237,0.0291419966679481
gemma-3-4b-it,sonnet,3,3042,13,last_question_token,7,8,126,32,193,0.697265625,0.5907958984375,0.804736328125,0.7084753953126258,0.6732757926387286,0.749073129479986,-0.0112097703126258
gemma-3-4b-it,sonnet,4,4042,13,last_question_token,7,8,131,33,187,0.7180899908172635,0.6005509641873279,0.8227731864095501,0.7101718665103377,0.6655594955532044,0.7548879007120592,0.0079181243069258
gemma-3-4b-it,sonnet,0,42,15,last_question_token,7,8,137,34,180,0.7854671280276816,0.6652249134948097,0.8814878892733564,0.7437345679012346,0.7034467592592594,0.7868672839506173,0.0417325601264469
gemma-3-4b-it,sonnet,1,1042,15,last_question_token,7,8,136,34,181,0.6980968858131488,0.5924956747404845,0.7950475778546714,0.6895393913494705,0.6471376026372821,0.733249900796679,0.0085574944636782
gemma-3-4b-it,sonnet,2,2042,15,last_question_token,7,8,145,36,170,0.7121913580246914,0.5871720679012346,0.8248456790123456,0.7045328719723183,0.6622084775086506,0.7446159169550174,0.007658486052373
gemma-3-4b-it,sonnet,3,3042,15,last_question_token,7,8,126,32,193,0.7109375,0.6083984375,0.80078125,0.70227388654729,0.6649265752100728,0.7405695454911541,0.00866361345271
